"birth_year","male","poverty","family_income","weeks_unemployed","urban","number_of_jobs_ever","number_children","age_at_first_child","hours_worked_in_week","education","educational_loans"
1964,1,0,66500,0,1,NA,2,22,100,1,NA
1964,0,NA,33000,0,1,NA,1,25,15,4,NA
1960,1,1,33000,0,0,NA,2,22,97,1,NA
1963,0,1,4714,0,0,NA,2,23,100,1,NA
1964,1,0,134120,0,1,14,2,28,40,1,NA
1957,0,0,62400,0,0,8,2,34,NA,1,NA
1958,0,0,90000,0,1,4,2,28,NA,1,NA
1961,1,0,270000,0,1,13,2,26,50,1,NA
1958,0,0,42353,33,0,NA,2,17,40,1,NA
1961,0,0,29000,0,1,NA,2,21,20,1,NA
1962,1,0,50600,0,1,NA,1,21,20,1,2500
1964,1,0,12000,0,1,22,1,24,NA,1,NA
1963,0,0,145000,0,1,NA,2,27,50,5,NA
1960,1,0,85380,0,1,10,2,28,144,1,NA
1959,0,0,20000,0,1,NA,3,22,40,1,NA
1961,0,0,71827,0,1,NA,2,28,81,1,NA
1961,1,1,45000,0,1,36,1,20,40,1,1000
1964,1,1,91000,0,1,12,1,18,40,1,NA
1964,0,1,1,0,1,5,2,18,NA,1,NA
1962,0,0,67600,0,1,12,1,33,41,2,1500
1960,0,0,15000,10,1,9,1,20,100,2,4800
1962,1,NA,62000,0,1,25,2,22,40,1,NA
1958,1,0,146942,0,1,NA,2,29,50,7,16500
1958,0,1,63600,0,1,NA,2,27,12,4,7000
1957,1,0,60000,0,1,NA,3,24,40,4,6500
1960,1,0,25000,17,0,29,1,23,120,1,2500
1962,0,0,65000,0,1,NA,1,21,40,1,1300
1963,1,NA,122000,0,1,27,1,28,NA,5,5250
1959,0,1,2480,0,1,NA,2,23,20,1,NA
1958,1,0,29000,0,1,NA,2,23,40,1,NA
1959,0,1,24500,0,1,NA,3,18,48,1,NA
1963,1,0,80000,0,1,10,3,23,40,2,1000
1957,0,NA,30000,0,1,NA,1,19,NA,1,NA
1957,1,0,61500,0,0,NA,1,29,8,5,NA
1957,0,0,61500,0,0,NA,1,28,16,3,NA
1957,0,0,10015,18,1,NA,2,26,5,1,NA
1959,0,1,16000,0,1,NA,1,23,80,1,NA
1963,0,1,7788,0,1,NA,2,20,40,1,NA
1963,0,1,12000,0,1,NA,1,20,7,1,NA
1964,0,1,7248,0,1,NA,2,18,25,1,NA
1961,0,0,12286,0,0,NA,2,19,33,1,6569
1962,1,0,23872,0,0,NA,3,23,60,1,NA
1964,0,NA,38000,0,0,NA,2,20,15,1,NA
1962,0,1,15710,0,0,NA,2,20,95,1,NA
1959,1,0,66000,0,0,NA,2,22,50,1,320
1958,0,0,35000,0,0,NA,3,18,20,1,NA
1964,0,0,86000,0,1,7,1,39,40,4,NA
1961,0,0,7900,0,1,7,3,18,18,1,NA
1963,0,0,24740,15,1,NA,1,21,40,1,NA
1960,0,0,9564,0,1,3,1,20,NA,1,NA
1959,0,NA,117000,0,1,3,2,26,52,3,NA
1961,1,NA,50000,0,1,24,2,18,NA,4,NA
1964,1,0,3200,NA,1,20,2,15,36,1,7000
1957,0,NA,187000,0,1,10,1,27,35,3,NA
1960,0,NA,7528,52,1,12,2,16,NA,1,730
1958,1,0,497763,0,1,3,1,33,50,5,8600
1961,0,0,52500,0,1,19,1,24,40,5,8000
1964,1,1,497763,0,1,14,2,35,40,4,NA
1960,0,0,38010,0,0,NA,2,20,40,4,NA
1964,0,0,128000,0,1,NA,1,32,45,2,5000
1964,0,NA,7927,0,1,NA,2,21,36,1,NA
1964,1,1,28000,28,1,NA,1,21,40,1,NA
1963,0,0,30000,0,1,22,1,35,NA,1,10000
1959,0,NA,54300,0,1,NA,1,26,56,1,4500
1962,0,1,23530,0,1,7,1,23,55,1,NA
1958,0,1,58400,0,1,6,1,17,52,1,NA
1962,0,0,19000,0,1,14,1,23,40,1,900
1958,0,1,40748,0,1,22,2,26,80,1,900
1961,0,NA,107092,0,1,7,1,22,40,3,13000
1963,1,NA,40000,0,1,7,1,20,NA,1,5000
1964,0,0,39000,0,1,9,1,18,40,1,4000
1963,0,0,497763,0,1,14,2,28,39,5,7200
1959,0,1,8376,0,1,12,1,17,NA,1,NA
1962,0,0,40000,0,1,NA,2,25,35,1,NA
1959,0,1,62000,0,1,8,4,20,NA,1,NA
1960,0,0,25000,0,1,9,2,23,40,1,NA
1962,0,0,23000,0,1,7,1,18,44,1,NA
1964,0,0,18120,0,1,5,1,21,NA,1,NA
1957,0,1,2400,52,1,18,1,20,40,1,304
1963,0,0,70000,0,1,8,1,20,40,1,NA
1961,0,1,61050,0,1,12,2,16,40,2,NA
1958,0,0,24000,0,1,NA,1,32,40,4,NA
1960,1,0,65500,0,1,NA,1,28,60,1,NA
1964,0,0,80000,0,1,15,2,28,40,1,2300
1962,0,0,232000,0,1,27,1,19,100,2,NA
1963,0,0,107150,0,1,15,2,22,48,4,600
1958,1,1,81000,0,1,12,2,19,NA,1,NA
1961,1,1,39026,0,1,NA,2,21,90,1,900
1962,0,1,32000,0,1,NA,1,29,40,1,NA
1961,0,0,47000,0,1,5,1,31,40,2,NA
1961,0,0,18024,0,1,15,1,18,32,1,NA
1960,1,0,16000,0,1,NA,1,24,40,1,NA
1963,0,0,250000,0,0,23,2,30,90,2,NA
1961,1,0,143000,0,1,5,2,34,45,2,9000
1962,1,NA,40000,0,1,NA,2,22,40,2,1000
1961,1,0,172000,0,1,9,2,30,40,1,2500
1962,1,1,64000,0,1,3,3,19,40,1,NA
1961,1,1,13200,0,1,2,1,21,NA,1,NA
1962,0,0,6000,0,1,NA,1,21,60,1,NA
1963,1,1,48000,0,1,11,1,16,45,1,2500
1958,1,0,30000,0,1,2,2,24,40,1,14000
1963,0,0,35000,0,1,26,1,25,40,2,33000
1963,0,0,62000,0,1,18,2,25,40,4,18000
1963,0,0,150000,0,1,14,2,27,55,5,25000
1960,1,0,56000,0,1,9,1,20,40,1,NA
1962,0,NA,19700,0,1,17,1,31,50,1,1835
1958,0,NA,98000,0,1,5,2,17,40,1,7000
1959,0,0,31500,0,1,NA,4,20,30,1,NA
1957,0,0,130000,0,1,7,2,17,40,1,NA
1962,0,0,56112,26,1,NA,2,24,40,1,NA
1963,1,0,89152,0,1,11,2,25,50,1,NA
1964,0,0,50000,0,1,23,3,19,80,1,NA
1964,0,1,9000,12,1,12,1,15,120,1,NA
1964,0,0,6800,52,1,26,2,17,16,1,NA
1957,0,0,46348,0,1,NA,3,19,40,1,NA
1957,1,0,62700,0,1,NA,1,31,45,3,12000
1959,0,1,34600,0,0,NA,2,26,20,4,7000
1958,1,0,83010,0,0,22,3,29,43,5,7500
1959,0,1,26849,15,1,NA,1,18,40,1,NA
1957,1,0,62100,0,1,NA,2,28,12,4,1600
1958,0,1,28020,0,1,NA,2,27,40,4,800
1959,0,0,40800,0,1,NA,3,23,40,1,NA
1962,0,0,35000,0,1,NA,1,16,35,1,NA
1960,1,1,12520,10,0,NA,1,22,40,1,1096
1961,0,0,8880,0,0,NA,3,21,40,1,NA
1962,0,0,9396,0,0,NA,3,18,80,1,NA
1960,0,1,45000,0,1,13,1,39,40,4,1500
1962,1,1,187000,0,1,8,1,25,40,4,1400
1963,1,1,136000,0,1,7,3,29,50,5,900
1964,1,0,180000,0,1,13,1,32,NA,4,4000
1959,0,0,14400,0,1,2,1,23,NA,1,NA
1962,0,0,48368,0,1,14,1,22,NA,1,NA
1962,0,0,46800,0,1,NA,2,21,45,8,NA
1959,0,0,27000,0,1,25,1,23,42,1,NA
1958,0,0,1e+05,0,1,11,2,34,40,1,800
1964,0,0,108300,0,0,10,3,29,28,4,2000
1964,1,0,140100,0,1,9,1,31,39,5,24000
1960,1,0,46480,0,1,16,3,29,40,1,550
1963,1,1,20000,0,1,NA,1,25,40,1,NA
1962,0,NA,25200,0,1,NA,3,19,27,1,NA
1957,0,0,31200,0,1,NA,2,24,35,1,NA
1959,1,1,135000,0,1,18,5,26,80,1,NA
1959,0,0,46050,0,1,NA,2,24,33,1,NA
1957,0,0,34320,0,1,NA,2,17,82,1,NA
1962,1,0,88000,0,1,13,2,19,40,2,60
1963,0,0,75000,0,1,NA,3,31,40,1,NA
1959,0,0,46800,0,1,NA,2,27,85,1,NA
1962,0,0,65000,0,1,NA,1,26,3,1,NA
1963,0,0,94500,0,1,NA,2,31,25,4,NA
1961,1,0,140000,0,1,6,2,30,50,2,NA
1959,0,0,143200,0,1,2,1,26,40,5,NA
1963,1,1,35000,0,1,NA,1,26,40,1,NA
1960,0,NA,28080,0,1,7,2,32,24,3,NA
1960,0,0,37200,0,1,10,2,28,40,4,NA
1961,0,0,41640,0,1,26,1,19,NA,1,NA
1960,1,1,13212,0,1,16,1,22,NA,1,NA
1961,0,1,2880,2,1,2,1,31,30,1,NA
1963,0,1,45000,0,1,16,1,15,70,4,50000
1962,0,0,13850,0,0,NA,2,20,5,1,1500
1962,0,0,93541,0,1,7,3,19,40,1,12500
1958,0,NA,53100,6,1,NA,1,20,40,1,NA
1957,0,NA,25225,0,1,NA,3,22,40,4,NA
1957,1,0,225000,0,1,9,1,42,40,4,NA
1958,0,0,50000,0,1,NA,1,34,40,4,1000
1958,0,NA,59600,0,1,NA,2,18,15,1,NA
1961,1,NA,27000,0,1,10,1,32,45,1,NA
1960,0,1,497763,0,1,7,1,16,40,2,11000
1959,1,NA,120012,0,1,NA,3,31,50,2,1400
1963,1,NA,50000,0,1,NA,2,26,40,1,NA
1962,0,0,157200,0,1,14,2,27,40,4,NA
1961,0,NA,66000,0,1,11,1,24,60,2,20000
1962,0,0,30000,0,1,NA,2,20,20,1,NA
1960,1,0,74000,0,1,NA,2,27,40,1,NA
1958,0,1,102020,0,1,6,2,28,35,4,22000
1962,0,1,10500,0,1,NA,2,19,35,1,NA
1962,0,0,6000,0,1,10,2,18,NA,1,NA
1963,0,0,40640,0,1,5,4,18,NA,1,NA
1958,0,0,11244,0,1,7,1,20,NA,1,NA
1958,0,1,65000,0,1,5,1,18,40,2,1500
1961,1,0,85000,0,1,12,1,25,86,1,NA
1959,0,NA,29676,0,1,15,4,19,40,1,NA
1959,0,NA,34500,0,1,20,2,29,40,1,NA
1964,0,0,151250,0,1,15,2,34,40,6,7500
1962,0,1,6286,0,1,NA,3,20,77,1,NA
1964,0,0,40000,0,0,NA,4,21,50,1,NA
1959,0,0,19000,0,1,NA,2,20,80,1,NA
1958,0,0,33000,5,1,NA,2,25,2,3,NA
1957,0,0,32800,0,1,NA,2,25,30,3,1175
1963,1,NA,1,0,1,14,1,27,65,7,23500
1963,1,0,497763,0,1,14,2,27,70,1,NA
1961,1,0,130000,0,0,10,1,23,48,1,NA
1963,0,0,19500,52,1,16,1,36,50,1,NA
1963,1,0,497763,0,0,10,1,27,50,7,70000
1960,0,0,111053,0,1,8,2,31,40,2,NA
1964,1,0,141000,0,1,17,3,31,40,8,NA
1963,0,0,98000,0,1,6,1,29,40,2,NA
1959,0,1,11000,0,1,10,3,18,40,1,NA
1957,0,0,55000,0,1,5,1,23,40,2,NA
1961,0,1,148000,0,1,5,1,22,40,2,NA
1963,1,0,50000,0,1,13,1,16,40,2,NA
1964,0,NA,62500,0,1,12,1,23,45,1,NA
1961,0,0,151690,0,1,9,1,20,40,1,3000
1962,0,0,72000,0,1,18,2,35,15,4,13600
1958,0,NA,259125,0,1,16,1,25,40,5,14000
1961,0,NA,171610,0,1,24,2,30,16,5,10000
1959,0,1,36210,0,1,NA,2,26,84,1,NA
1960,0,0,35532,0,1,37,1,23,NA,1,NA
1961,1,1,56000,0,1,NA,1,28,40,1,NA
1964,0,0,35500,4,1,NA,2,16,40,1,NA
1963,0,1,11208,0,1,NA,1,20,80,1,NA
1961,0,1,15620,0,1,13,1,18,NA,1,NA
1961,0,0,33000,0,1,7,3,31,40,1,NA
1962,0,0,21760,0,1,NA,1,17,45,1,NA
1959,1,1,48000,0,1,12,1,22,40,1,700
1958,1,1,32000,0,1,NA,1,22,40,1,NA
1957,0,NA,39744,0,1,NA,4,16,40,8,NA
1958,0,1,119000,0,1,3,1,16,40,1,NA
1964,0,1,75000,0,1,12,1,18,55,1,NA
1964,1,0,53890,0,1,8,2,22,30,1,NA
1964,1,0,105000,0,1,8,2,26,60,5,2500
1964,0,NA,63000,0,1,NA,2,31,40,2,NA
1962,0,1,12000,0,1,14,1,26,40,1,NA
1964,0,NA,43970,0,1,NA,2,27,40,3,10000
1963,0,0,92844,0,1,5,1,18,44,1,150
1962,0,0,73647,0,1,19,1,24,50,1,NA
1958,0,1,18660,2,1,5,2,18,72,1,NA
1958,1,NA,50000,0,0,NA,2,31,50,3,NA
1958,0,1,188000,0,1,13,2,31,45,5,1550
1962,0,0,62364,0,1,25,1,21,40,1,NA
1961,0,0,121000,0,1,15,1,31,40,5,15000
1963,0,0,51000,0,1,10,1,32,40,3,1000
1963,0,1,42600,0,1,15,1,19,40,1,NA
1964,0,1,37200,0,1,9,1,18,40,8,NA
1962,1,0,55000,0,1,28,2,23,40,1,NA
1962,1,0,37212,0,1,11,2,35,NA,1,NA
1960,1,0,235000,0,1,14,2,30,80,4,NA
1964,0,1,13956,0,1,0,1,28,NA,1,NA
1961,0,0,63664,6,1,23,1,15,108,1,NA
1959,1,0,155000,0,1,10,2,28,40,1,NA
1960,1,0,1e+05,0,1,9,1,25,40,1,NA
1964,1,0,274000,0,1,10,3,27,50,4,2000
1960,1,NA,24100,0,1,NA,3,28,40,5,12000
1957,0,1,35150,0,0,NA,1,28,35,3,1000
1958,1,1,19000,0,0,NA,4,35,40,7,25000
1957,1,0,85000,0,1,NA,1,32,40,4,3300
1958,1,0,46000,0,1,NA,2,25,40,4,NA
1959,0,0,36400,0,0,NA,1,25,47,4,4000
1960,0,0,20400,0,1,NA,1,30,60,1,NA
1957,0,0,23680,0,1,NA,1,25,40,3,1500
1962,0,1,41000,0,1,NA,1,26,2,1,NA
1964,0,1,40000,0,1,NA,2,25,54,2,5000
1958,0,0,58300,0,1,NA,2,27,35,4,NA
1958,0,0,31000,0,0,NA,1,31,4,4,NA
1960,1,0,497763,0,1,10,2,22,NA,4,NA
1957,0,0,28000,0,1,NA,2,25,30,1,NA
1958,0,NA,57200,0,1,NA,2,24,35,4,4800
1958,0,0,146942,0,1,NA,2,25,42,3,NA
1958,1,0,34500,0,1,NA,2,28,80,7,20000
1957,0,0,63015,0,1,NA,2,30,13,5,NA
1958,1,1,34000,0,1,NA,3,23,45,3,NA
1957,0,0,60500,0,1,NA,2,28,32,4,NA
1957,0,NA,54500,0,1,NA,2,27,40,5,NA
1959,0,0,21700,9,1,NA,1,17,90,4,5200
1958,1,1,146942,0,1,NA,2,26,75,4,NA
1959,0,1,4380,0,1,NA,1,18,72,1,NA
1962,1,1,49000,0,1,NA,1,27,114,2,1100
1957,0,0,13200,0,1,5,2,18,NA,1,NA
1963,0,0,118000,0,1,7,1,26,40,1,NA
1957,0,0,3008,15,1,13,1,18,20,1,NA
1964,1,0,116030,0,1,14,1,28,55,3,15000
1963,0,0,165000,0,1,9,2,17,40,1,NA
1962,0,0,48000,5,1,14,3,20,44,1,9000
1961,0,0,9036,0,1,NA,1,19,40,1,NA
1962,0,0,87200,0,1,10,1,14,25,1,NA
1960,1,1,144000,0,1,8,1,21,NA,1,NA
1960,0,1,31000,0,1,5,1,22,40,1,NA
1963,0,0,50000,0,1,NA,1,32,40,1,NA
1962,0,0,35000,0,1,NA,1,25,24,1,2500
1964,0,0,54000,0,1,9,1,18,40,1,NA
1962,0,NA,281000,0,1,10,2,23,50,2,NA
1957,1,0,21000,3,1,22,1,19,78,1,NA
1958,0,0,20400,0,1,10,1,18,40,1,5000
1963,0,0,13440,5,0,NA,2,22,69,1,NA
1962,0,1,52000,0,1,10,1,19,40,2,3500
1957,0,0,75000,0,1,4,1,30,NA,1,NA
1962,1,1,30000,0,1,NA,1,18,40,1,NA
1963,0,0,19712,0,1,NA,1,22,40,1,NA
1961,1,0,130000,0,1,11,1,20,40,4,15000
1961,1,NA,113000,0,1,17,1,33,80,3,7000
1962,0,0,54000,0,1,12,3,25,119,1,NA
1957,1,0,93305,0,1,NA,1,30,95,1,NA
1963,0,NA,99400,0,0,11,2,16,NA,1,NA
1962,1,0,75000,0,1,29,2,25,84,1,NA
1958,0,0,46700,0,1,NA,1,32,40,1,1100
1957,0,0,4915,9,1,NA,2,29,120,1,NA
1961,0,0,71129,2,1,24,1,17,96,1,NA
1958,1,0,30100,0,1,NA,2,26,40,1,NA
1962,0,1,95603,0,1,NA,1,24,40,1,NA
1961,0,0,81100,0,1,9,1,19,40,1,4335
1958,0,0,33012,0,1,NA,3,22,100,1,NA
1958,0,1,30000,0,1,NA,3,20,28,1,NA
1960,0,NA,35000,0,1,NA,3,23,40,4,NA
1957,1,0,38508,0,1,NA,2,20,4,4,5000
1960,0,0,38508,1,1,NA,2,17,40,1,NA
1963,0,1,97800,0,1,14,1,35,20,1,NA
1957,0,0,41200,0,1,NA,3,28,20,4,NA
1959,1,0,71140,0,1,8,3,19,72,1,NA
1960,1,0,138600,0,1,11,2,24,44,4,3000
1960,0,NA,4700,0,1,NA,3,17,40,1,NA
1959,0,1,5580,0,1,NA,7,20,30,1,NA
1959,0,0,35100,0,1,NA,1,22,10,1,NA
1957,0,0,67117,0,1,NA,3,19,30,1,NA
1959,0,0,22010,0,1,NA,1,19,40,8,NA
1958,0,0,26000,0,1,NA,3,17,24,1,NA
1960,0,0,57750,0,1,10,2,24,45,1,NA
1962,0,0,70000,0,0,NA,3,25,16,1,NA
1964,1,0,1e+05,0,1,NA,2,18,40,1,NA
1957,1,0,59000,0,1,37,1,25,108,1,NA
1958,1,0,107000,0,1,10,1,27,76,2,NA
1963,0,0,14000,0,1,8,2,18,40,1,NA
1959,1,1,67000,0,1,15,2,25,40,1,NA
1962,1,1,27240,0,1,NA,1,24,35,1,NA
1959,1,1,52800,0,1,5,3,29,40,1,NA
1961,1,0,98075,0,1,4,2,22,40,1,NA
1964,0,0,68000,0,1,NA,2,17,40,1,NA
1963,1,0,97010,0,1,13,2,17,45,8,NA
1961,0,0,40500,0,1,NA,1,24,17,1,NA
1958,1,1,19214,7,1,32,1,24,80,1,NA
1963,0,0,37000,0,1,11,2,27,58,2,NA
1957,0,NA,103000,0,1,15,1,24,50,5,7000
1957,0,0,144000,0,1,14,2,30,80,5,9970
1961,1,1,149000,0,1,15,1,27,105,3,7500
1961,1,1,90000,0,1,18,2,35,5,8,5500
1961,0,0,24632,0,1,12,2,26,36,1,NA
1962,1,NA,114000,0,1,8,1,27,40,1,NA
1963,1,NA,70990,0,1,NA,4,23,32,1,NA
1957,0,NA,263000,0,1,6,3,34,45,4,NA
1962,0,0,74000,0,1,18,3,19,NA,1,NA
1957,0,NA,66000,0,1,NA,1,29,40,5,NA
1959,1,1,20500,11,1,NA,3,27,35,1,NA
1960,0,NA,2532,0,1,NA,2,18,8,1,NA
1961,1,0,20000,0,1,NA,4,20,40,1,NA
1959,0,0,22780,0,1,NA,2,19,35,1,3000
1962,0,0,21664,0,1,NA,3,18,61,2,3000
1964,0,0,69100,0,1,NA,6,17,40,1,NA
1962,0,NA,172000,0,0,5,4,25,56,4,5000
1963,1,0,497763,0,1,16,2,31,NA,2,NA
1961,0,0,252100,0,1,10,1,21,15,1,NA
1960,0,0,24000,0,1,18,1,22,48,1,NA
1963,1,NA,1,1,1,NA,4,21,120,1,NA
1957,0,1,10908,0,1,NA,2,22,15,1,NA
1963,1,0,60000,2,1,NA,2,30,80,2,NA
1960,0,0,60900,0,1,NA,2,25,40,1,NA
1962,0,0,37020,0,1,NA,2,24,60,1,NA
1962,0,1,16400,13,1,NA,3,24,15,1,NA
1961,0,0,42000,0,1,NA,3,20,30,1,NA
1963,1,0,54280,0,1,8,4,24,70,1,1000
1958,0,0,130000,0,1,NA,1,19,45,1,NA
1960,1,NA,76000,0,1,9,2,23,NA,1,NA
1959,1,0,50000,27,1,NA,2,26,25,1,NA
1964,1,0,208000,0,1,23,3,24,95,4,2500
1963,0,0,92000,0,1,6,2,27,43,4,NA
1961,0,0,11000,0,1,NA,1,24,40,1,NA
1964,0,0,1057448,0,1,NA,1,24,40,3,NA
1959,1,0,56616,46,1,15,2,44,108,2,NA
1958,1,0,63200,10,1,NA,1,29,40,1,NA
1958,1,0,146942,0,1,NA,2,28,1,4,2500
1959,1,NA,60000,0,1,NA,2,31,65,6,3000
1958,1,NA,1,0,1,14,1,35,NA,2,NA
1960,0,0,81516,0,0,18,1,25,24,4,30000
1963,0,0,75000,0,1,6,1,32,30,5,NA
1960,0,0,58728,0,1,6,2,18,40,1,NA
1958,0,0,25300,0,0,NA,1,28,8,4,4500
1957,0,1,50000,0,1,6,1,35,NA,1,5000
1958,1,0,60000,0,0,NA,1,31,50,7,NA
1962,1,0,332808,0,0,NA,3,28,60,4,10000
1957,0,0,27650,0,0,NA,1,28,40,1,NA
1958,1,0,55000,0,1,10,1,20,45,2,NA
1961,0,0,56000,0,1,17,2,16,40,2,NA
1962,0,0,54800,0,1,26,1,36,40,8,60850
1957,0,0,46000,0,1,6,2,31,16,5,NA
1961,0,0,93000,0,1,6,2,27,40,4,NA
1963,0,0,109000,0,1,NA,2,28,16,2,500
1961,1,0,106620,0,1,6,2,20,40,4,NA
1960,1,0,160000,0,1,5,1,32,40,1,NA
1964,1,0,20400,0,1,19,1,30,40,8,NA
1958,0,0,54000,0,1,NA,2,26,40,4,9154
1960,1,0,39600,0,1,NA,5,17,54,1,NA
1959,0,1,50000,0,1,NA,4,17,40,1,NA
1957,1,0,26000,0,1,3,1,20,32,1,NA
1960,1,0,70000,0,1,8,2,22,NA,1,NA
1961,0,0,120000,0,1,7,1,26,40,1,NA
1959,0,0,191000,0,1,7,2,19,40,1,NA
1957,0,1,41000,0,1,NA,1,27,6,1,NA
1959,1,NA,41000,1,1,NA,2,19,40,1,NA
1958,1,0,30000,0,1,NA,2,20,40,1,NA
1964,0,0,161000,0,1,11,1,37,NA,3,NA
1957,0,0,135000,0,1,NA,1,24,80,4,NA
1961,1,1,130000,0,1,8,3,20,59,1,NA
1963,0,1,25000,25,1,8,1,42,NA,1,NA
1960,0,0,242000,0,1,22,1,17,90,5,7500
1963,1,0,84000,0,1,9,3,31,40,3,NA
1958,1,0,52600,0,1,NA,2,23,10,1,NA
1959,0,0,132000,0,1,10,1,21,40,4,NA
1961,0,0,497763,0,1,7,1,39,40,3,NA
1963,1,0,80000,0,1,12,2,26,40,1,NA
1964,1,0,21285,52,1,NA,2,36,32,1,NA
1958,0,0,148610,0,1,7,1,24,32,2,28000
1960,0,0,150000,0,1,11,3,32,NA,5,30935
1961,1,NA,94000,0,1,19,2,33,56,1,NA
1959,1,0,44700,1,1,NA,1,18,20,1,NA
1961,0,0,61800,0,1,8,1,16,42,1,NA
1962,1,0,35000,0,1,24,1,21,NA,1,NA
1964,1,1,108450,0,1,9,1,18,40,3,NA
1958,0,0,210000,0,1,10,2,20,28,2,5000
1962,0,0,183000,0,1,30,3,29,10,5,18000
1958,0,0,131500,0,1,8,2,30,52,1,NA
1957,1,0,37000,0,1,6,1,20,40,1,NA
1963,1,NA,146000,0,1,6,2,24,NA,1,NA
1961,0,1,14340,0,1,2,5,20,NA,1,NA
1958,0,0,130000,0,1,10,3,18,100,1,NA
1957,0,0,32836,0,1,13,2,23,NA,2,205
1958,1,0,17743,0,1,NA,3,22,40,8,NA
1957,0,0,70000,0,1,7,1,19,25,1,NA
1960,1,1,37000,0,1,8,2,26,40,1,NA
1964,0,NA,46533,0,1,8,2,20,80,2,NA
1964,1,NA,86001,0,1,11,2,29,40,1,NA
1962,1,0,45000,0,1,8,3,23,80,1,NA
1961,1,1,55000,0,1,20,1,31,56,3,3000
1958,0,0,48600,0,1,NA,4,23,5,1,NA
1958,0,NA,34624,12,1,NA,3,14,8,1,NA
1962,0,0,150000,0,1,11,1,25,40,1,NA
1960,1,0,81000,0,1,NA,1,27,44,2,5000
1958,0,0,27260,5,0,NA,2,18,94,1,NA
1962,0,1,22100,0,1,16,3,30,35,1,NA
1963,0,1,11000,0,1,22,2,22,NA,1,NA
1963,0,1,67600,0,1,12,1,21,26,1,400
1959,0,0,56900,0,1,NA,2,23,70,1,NA
1958,0,0,408473,0,1,NA,2,26,28,1,NA
1962,0,0,44500,0,1,11,2,31,10,1,NA
1957,0,NA,37510,0,1,13,1,17,40,1,NA
1963,0,NA,11000,0,1,12,1,16,24,1,4500
1964,0,0,126000,0,1,11,1,22,40,5,20000
1963,1,1,65000,0,1,16,1,30,51,1,NA
1963,0,1,72000,0,1,11,2,24,30,1,NA
1961,1,NA,36000,0,1,NA,1,17,40,1,NA
1960,0,0,20000,0,1,NA,2,22,6,1,NA
1959,0,0,35009,0,0,NA,2,25,20,1,NA
1964,0,1,3600,21,0,NA,2,21,12,1,NA
1960,1,0,32000,0,1,NA,2,24,70,1,NA
1958,1,0,17540,0,1,NA,2,24,65,8,NA
1958,0,NA,16601,0,1,NA,3,18,30,1,NA
1963,0,0,72000,0,0,35,1,24,114,1,NA
1957,0,NA,24000,0,1,16,2,24,40,1,NA
1962,1,0,60000,0,0,12,1,28,NA,1,5000
1963,1,0,82600,0,0,16,1,25,40,2,2500
1962,1,0,38200,0,1,27,1,29,48,1,NA
1960,0,0,15000,0,1,7,1,19,40,1,NA
1961,1,0,81500,0,1,6,1,32,55,1,NA
1963,0,1,12470,25,1,NA,1,19,87,1,NA
1962,1,0,103600,0,1,5,1,24,NA,2,NA
1957,0,0,108080,0,1,4,2,22,40,1,NA
1960,1,0,103100,0,1,9,2,30,40,2,3665
1962,1,NA,33000,0,1,11,2,33,40,2,1500
1957,1,NA,182400,52,1,16,2,41,NA,4,10000
1962,0,NA,50000,0,1,7,2,25,34,1,NA
1963,0,NA,138000,0,1,11,2,32,40,4,NA
1964,0,NA,55300,0,1,18,2,28,NA,4,NA
1962,0,0,12000,0,1,NA,3,21,55,1,NA
1963,1,0,70000,0,0,20,3,24,48,1,1000
1962,0,1,53000,19,1,13,2,22,40,4,22000
1961,0,NA,24000,0,1,NA,2,19,40,1,NA
1958,1,1,49000,0,1,NA,1,22,45,1,NA
1957,0,0,14980,0,0,NA,3,19,17,1,NA
1960,1,NA,27504,0,0,NA,5,19,88,1,NA
1964,0,0,4700,6,0,NA,2,20,20,1,NA
1958,0,NA,1,0,0,NA,3,17,80,1,NA
1964,0,0,25500,0,0,NA,3,17,25,1,NA
1958,1,1,53900,0,0,NA,1,26,20,1,NA
1958,0,NA,33800,3,0,NA,2,20,32,1,NA
1958,1,NA,25100,0,0,NA,2,20,40,2,500
1963,0,NA,17550,0,0,NA,1,15,40,1,NA
1959,1,0,20000,0,0,NA,1,25,40,1,NA
1964,1,1,14900,0,0,NA,1,25,90,1,NA
1961,1,1,10668,0,0,NA,2,23,72,4,NA
1963,1,1,22005,0,0,NA,1,24,10,1,NA
1960,0,NA,33271,0,0,NA,1,22,40,1,NA
1960,1,0,111000,0,0,6,2,31,50,1,NA
1963,1,0,96000,0,1,12,2,23,55,4,1600
1962,0,1,95500,0,1,18,2,19,40,1,NA
1964,1,1,30000,52,1,9,2,27,50,1,NA
1958,0,1,41000,0,1,5,2,31,40,2,NA
1964,0,1,90000,0,1,NA,2,24,40,3,8000
1964,1,0,11600,12,1,NA,1,24,35,1,NA
1961,0,0,105500,0,1,8,3,17,48,4,4000
1957,0,0,15000,0,1,NA,2,16,50,1,NA
1959,0,1,28600,0,1,6,2,15,32,2,NA
1960,0,0,15000,0,1,11,2,21,40,4,70000
1957,1,0,30000,0,1,7,1,19,NA,1,NA
1961,1,0,32000,0,1,10,2,21,60,1,NA
1961,0,1,60000,0,1,22,1,16,80,1,NA
1962,0,1,25000,0,1,16,1,22,40,1,NA
1957,0,NA,25095,0,1,NA,3,18,38,1,NA
